,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba,svm_pred_6,svm_pred_6_proba
0,jruby-1.4.0,DEFECT,"// TODO: we loose encoding information here, fix it",yes,undetermined,0,0,0,yes,0.9943485213999663,yes,0.9930983904307918,yes,0.9947407130734154,yes,0.9951117648791293,yes,0.9959377190852977,yes,0.9957438240454685,yes,0.996201197374913
1,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes,undetermined,0,0,0,yes,0.9529617263451816,yes,0.9861410757383539,yes,0.9890002435258666,yes,0.9887697859793138,yes,0.9904854610659398,yes,0.9898173349614866,yes,0.9908142205423749
2,jruby-1.4.0,DEFECT,// TODO: Numeric.new works in Ruby and it does here too.  However trying to use //   that instance in a numeric operation should generate an ArgumentError. Doing //   this seems so pathological I do not see the need to fix this now.,yes,undetermined,0,0,0,yes,0.9754804982683407,yes,0.9868111393447421,yes,0.9895656651787356,yes,0.9923085205777176,yes,0.9934197965134486,yes,0.99293117137668,yes,0.9935752640405103
3,jruby-1.4.0,DEFECT,"// TODO: Adding implicit nils caused multiple problems in compiler -- revist after landing //assert bodyNode != null : ""bodyNode is not null"";",yes,undetermined,0,0,0,no,0.5164698374579392,no,0.48206310981331846,no,0.5,no,0.5,no,0.5087131581999357,no,0.5,no,0.5105187790359488
4,jruby-1.4.0,DEFECT,// TODO: take BigDecimal.mode into account.,yes,undetermined,0,0,0,yes,0.99528945322303,yes,0.9942739791003702,yes,0.9953587522447611,yes,0.9952165342664736,yes,0.9960748045579743,yes,0.9957538656350319,yes,0.9961990192254011
5,jruby-1.4.0,DEFECT,// TODO: full-precision remainder is 1000x slower than MRI!,yes,undetermined,0,0,0,yes,0.7124502116986614,yes,0.8462540769637767,yes,0.8615793508660918,yes,0.8492924789599896,yes,0.8560084850832849,yes,0.8502574443136617,yes,0.8590200831060144
6,jruby-1.4.0,DEFECT,// FIXME: for some reason this dispatcher causes a VerifyError... //classClass.dispatcher = callbackFactory.createDispatcher(classClass);,yes,undetermined,0,0,0,yes,0.6568497694047419,yes,0.7386283262500396,yes,0.8990625334666056,yes,0.9063198330790972,yes,0.9904886805185222,yes,0.9898364149702438,yes,0.9908114547051945
7,jruby-1.4.0,DEFECT,"// FIXME: I doubt any of the constants referenced in this method // are ever redefined -- should compare to the known values, rather // than do an expensive constant lookup.",yes,undetermined,0,0,0,no,0.17211800005702074,no,0.34209681145777737,no,0.4457154040515945,no,0.4631681465928371,no,0.49492279018595103,yes,0.5055238092954111,yes,0.5229210742080278
8,jruby-1.4.0,DEFECT,"// TODO: Rewriter and compiler assume case when empty expression.  In MRI this is just // a when. //        assert caseNode != null : ""caseNode is not null"";",yes,undetermined,0,0,0,no,0.39314403316121405,no,0.34356529288418136,no,0.323367211189448,no,0.31522887039682557,no,0.32075983333894087,no,0.31128917336284073,no,0.3193785538681561
9,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
10,jruby-1.4.0,DEFECT,"// XXX Wrong, but will have to do for now",yes,undetermined,0,0,0,no,0.37335068663098897,yes,0.948453233116607,yes,0.9890266225136073,yes,0.9887995468440651,yes,0.9905100209400767,yes,0.989840079226456,yes,0.9908085825020977
11,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
12,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes,undetermined,0,0,0,yes,0.9529617263451816,yes,0.9861410757383539,yes,0.9890002435258666,yes,0.9887697859793138,yes,0.9904854610659398,yes,0.9898173349614866,yes,0.9908142205423749
13,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
14,jruby-1.4.0,DEFECT,"/**
     * Get value from current scope or one of its captured scopes.
     * 
     * FIXME: block variables are not getting primed to nil so we need to null check those
     *  until we prime them properly.  Also add assert back in.
     * 
     * @param offset zero-indexed value that represents where variable lives
     * @param depth how many captured scopes down this variable should be set
     * @return the value here
     */",yes,undetermined,0,0,0,no,0.3034874534262711,no,0.3604674630303561,no,0.3908808630065834,no,0.43126006000981815,no,0.4536318752180882,no,0.4491596201911255,no,0.4607921509065921
15,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
16,jruby-1.4.0,DEFECT,// IMPORTANT: Receive the block argument before the opt and splat args // This is so that the *arg can be encoded as 'rest of the array'.  This // won't work if the block argument hasn't been received yet!,yes,undetermined,0,0,0,no,0.039772003370951665,yes,0.9861634587328809,yes,0.9890285257247947,yes,0.9887817305163119,yes,0.9904897928974516,yes,0.9898180094591335,yes,0.9907994342137105
17,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
18,jruby-1.4.0,DEFECT,// FIXME: I got a bunch of NPEs when I didn't check for nulls here...HOW?!,yes,undetermined,0,0,0,no,0.3516951866169856,yes,0.5127336785632328,yes,0.5652510486620378,yes,0.6123221836175236,yes,0.926385336562104,yes,0.98984737107097,yes,0.9908081123260916
19,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
20,jruby-1.4.0,DEFECT,// SSS FIXME: // // There are also differences in variable scoping between 1.8 and 1.9  // Ruby 1.8 is the buggy semantics if I understand correctly. // // The semantics of how this shadows other variables outside the block needs // to be figured out during live var analysis.,yes,undetermined,0,0,0,yes,0.6050715303698595,yes,0.7307167349488465,yes,0.8314146545861996,yes,0.9122730526729604,yes,0.9904982717287857,yes,0.9898313638014827,yes,0.9908183362371557
21,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
22,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
23,jruby-1.4.0,DEFECT,"// This was a getOpt with one mandatory arg, but it did not work // so I am parsing it for now.",yes,undetermined,0,0,0,no,0.04193070767610649,yes,0.9861273939589155,yes,0.9890105775208364,yes,0.9887851180100631,yes,0.9904821535184026,yes,0.9898306125274496,yes,0.9907945457735823
24,jruby-1.4.0,DEFECT,"// This is the result of a bug that left off all trailing arguments. E.g.: //   system ""ls"", ""-1"", ""dir"" // would be seen as //   system ""ls""",yes,undetermined,0,0,0,no,0.15193817670611517,no,0.0724014019140747,yes,0.9889945617079395,yes,0.9888064447535116,yes,0.9904883478974442,yes,0.9898278978434161,yes,0.9907982343830211
25,jruby-1.4.0,DEFECT,// FIXME: Broken but behaving,yes,undetermined,0,0,0,yes,0.9622969724015555,yes,0.9861368782102369,yes,0.9890144800727875,yes,0.988810837504787,yes,0.9905035499956595,yes,0.9900580701566942,yes,0.9925503851739432
26,jruby-1.4.0,DEFECT,"// TODO: We overflow on large files...We could increase to long to limit // this, but then the impl gets more involved since java io APIs based on // int (means we have to chunk up a long into a series of int ops).",yes,undetermined,0,0,0,no,0.36663915070831954,no,0.33973032308472856,no,0.3648343245082088,no,0.3493904769309004,no,0.35413984972338547,no,0.3443335282783729,no,0.35211674143931676
27,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
28,jruby-1.4.0,DEFECT,// If we outgrow our pushback stack then grow it (this should only happen in pretty  // pathological cases).,yes,undetermined,0,0,0,no,0.07449046018172954,yes,0.9861429776840606,yes,0.9890037601616211,yes,0.9887851873982216,yes,0.9904875989427409,yes,0.9898228791316306,yes,0.9907865005998667
29,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
30,jruby-1.4.0,DEFECT,"// FIXME: Arg may also be true, false, and nil and still be valid.  Strangely enough,  // protocol conversion is not happening in Ruby on this arg?",yes,undetermined,0,0,0,no,0.41010765230789864,yes,0.5148566299739225,yes,0.6022094354642763,yes,0.624856381564125,yes,0.6682480640510001,yes,0.6682968735522309,yes,0.684536016199252
31,jruby-1.4.0,DEFECT,// TODO: proper sign,yes,undetermined,0,0,0,yes,0.9942085779830632,yes,0.9895128464714849,yes,0.9906786665080499,yes,0.9898367388706686,yes,0.9913195045803517,yes,0.9906544172476577,yes,0.9915489662475602
32,jruby-1.4.0,DEFECT,"/**
     * Get value from current scope or one of its captured scopes.
     * 
     * FIXME: block variables are not getting primed to nil so we need to null check those
     *  until we prime them properly.  Also add assert back in.
     * 
     * @param offset zero-indexed value that represents where variable lives
     * @param depth how many captured scopes down this variable should be set
     * @return the value here
     */",yes,undetermined,0,0,0,no,0.3034874534262711,no,0.3604674630303561,no,0.3908808630065834,no,0.43126006000981815,no,0.4536318752180882,no,0.4491596201911255,no,0.4607921509065921
33,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9999896225449476,yes,0.9931287204457712,yes,0.9944402512021784,yes,0.9933250316207834,yes,0.9943963161907318,yes,0.994061099914055,yes,0.9946503503188632
34,jruby-1.4.0,DEFECT,"// TODO: In MRI 1.9, an explicit check for negative length is // added here. IndexError is raised when length is negative. // See [ruby-core:12953] for more details. // // New note: This is actually under re-evaluation, // see [ruby-core:17483].",yes,undetermined,0,0,0,yes,0.723960511247917,yes,0.6338107175256078,yes,0.6503662970486526,yes,0.6390784082566312,yes,0.6581459984359775,yes,0.647115352995069,yes,0.6582275694985309
